,productName,brand,price,fabricType,closureType,countryOfOrigin,describe,productDescription,ratings,rate
810,Haggar Mens Cool 18 Classic Fit Pleat Front Hidden Expandable Waistband Pant Regular And Big And Tall Sizes, Haggar,39.99,100% Polyester,Zipper,Bangladesh,"COOL 18: This collection combines classic Haggar styling with a revolutionary technology to enhance fabrics on a molecular level. The result. Fabric that resists wrinkles, wicks away moisture, and resists static without sacrificing comfort.",Haggar Mens Cool 18 Classic Fit Pleat Front Hidden Expandable Waistband Pant Regular And Big And Tall Sizes,1866.0,4.5
811,Lee Mens Legendary Relaxed Straight Jean, Lee,29.98,"80% Cotton, 20% Polyester",Zipper,Mexico,"RELAXED FIT. This classic jean sits at the natural waist and features a comfortable, relaxed fit through the seat and thigh that ends with a straight leg for a tailored look that keeps you comfortable all day long.",Không có,2504.0,4.6
812,Dockers Men's Classic Fit Signature Khaki Lux Cotton Stretch Pants, Dockers,29.99,"98% Cotton, 2% Elastane",Button,Bangladesh,Best Pressed- Timeless details and sharp center crease for a polished and confident look,Dockers Men's Classic Fit Signature Khaki Lux Cotton Stretch Pants,12679.0,4.5
813,Van Heusen Men's Slim Fit Flex Flat Front Pant, Van Heusen,45.59,"90% Polyester, 10% Spandex",Drawstring,Bangladesh,Max Flex Waistband - stretches up to 1.5 Inch for maximum comfort,Không có,2621.0,4.6
814,Wrangler Mens Riggs Workwear Advanced Comfort Five Pocket Jeans, Wrangler,21.79,100% Cotton,32 Inches,Mexico,"ROOM2MOVE FIT. For long days on the job, you want a work jean that keeps you comfortable. Constructed with a gusseted crotch and improved fit in the seat, thigh, and knee, this jean gives greater range of motion.",Wrangler Mens Riggs Workwear Advanced Comfort Five Pocket Jeans,2830.0,4.3
815,Red Kap Men's Wrinkle-Free Regular Fit Twill Blend Work Pants, Red Kap,25.49,"65% Polyester, 35% Cotton",Zipper,China,"Pant label length may state a finished dimension (34U, 36U, 37U) depending on the style, as items are cut to order.","Red Kap Men's Wrinkle Free Work Pants. Wrinkle-free material to keep you looking fresh, all-day. No roll waistbands that hold up wash after wash. Hidden, sturdy brass zipper and button closure. Soft, breathable twill blend allows for comfort and flexibility.",3957.0,4.2
816,PUMA Men's Essentials Sweatpants, PUMA,24.81,"68% COTTON BCI, 32% POLYESTER RECYCLED",Drawstring,Cambodia,Regular Fit,"Featuring a blend of cotton, polyester and french terry, these sweatpants exude comfort. The generous fit offers ample room to move. Two side pockets enable you to keep your essentials on you, and an elastic waistband and internal draw cord will keep these pants firmly in place.",365.0,4.5
817,"Gildan Unisex-Adult Fleece Elastic Bottom Sweatpants With Pockets, Style G18100", Gildan,16.99,"50% Cotton, 50% Polyester",Drawstring,Honduras,Classic fit for loose comfort,"Gildan Unisex-Adult Fleece Elastic Bottom Sweatpants With Pockets, Style G18100",11208.0,4.2
818,GAP Men's Slim Taper Fit Denim Jeans, GAP,24.0,"94% Cotton, 5% Recycled Cotton, 1% Elastane",Zipper,Bangladesh,"THE PERFECT SLIM FIT: Cut slim through the hips and thighs and tapered at the ankle, these jeans are made from super soft premium denim with GapFlex stretch technology that’s engineered to upgrade your comfort","Our best-selling slim jeans are lean, but never tight. Versatile enough to wear day or night, work or weekend. This is real denim. Made to last. Made so you can be you.",1038.0,4.4
819,Jockey Men's Active Fleece Jogger Sweatpants with Zip Pockets, Jockey,17.73,"62% Polyester, 34% Rayon, 4% Spandex",Pull On,China,Self set in waistband with exterior draw cord,Không có,303.0,4.4
820,Red Kap Men's Work Nmotion Pant, Red Kap,19.99,"80% Polyester, 20% Cotton",Zipper,China,RED KAP EXCLUSIVE FABRIC. Made with special crafted poly/cotton blend fabric engineered with memory stretch yarns for easy fit and non-restrictive movement.,"Red Kap Men's Work N Motion Straight Leg Work Pants. The secret weapon for those who need to push, pull, lift, twist and climb their way to success. Created exclusively for Red Kap, soft and durable Work NMotion fabric moves with you, then shrinks back to its original shape once the work is done.",1068.0,4.2
821,"Hanes Men's Sweatpants, Ultimate Cotton Fleece Sweatpants, Joggers with Pockets for Men", Hanes,13.5,"90% Cotton, 10% Polyester; Charcoal Heather: 65% Cotton, 35% Polyester",Drawstring,Honduras,HEAVYWEIGHT FLEECE – 9.7-oz. cotton-rich fleece is our heaviest and warmest fleece.,"Super warm and comfy, Hanes® Sport™ Ultimate® men’s sweatpants are a cold-weather must-have. Crafted from 9.7 oz. heavyweight fleece fabric, the sporty design offers a modern fit with a slim leg. Convenient pockets provide the perfect storage space for your phone, wallet and more. Highlighted with an adjustable waistband and elasticized cuffs, these men’s joggers are sure to become your new favorite sweats style. Pair them with a classic hoodie or tee for an easy, casual-cool finish.",8972.0,4.2
822,Haggar Men's E Clo Repreve Stria Classic Fit Pleated Front Dress Pant, Haggar,39.99,"77% Polyester, 23% Polyester",Button,China,SUSTAINABLE: Haggar E-CLO products made with REPREVE recycled fiber by UNIFI. Look good and feel great about your purchase from Haggar. This dress pant features a pleat front with hook and bar closure in a classic fit silhouette.,HAGGAR Mens E Clo Repreve Stria Classic Fit Pleated Front Dress Pant,3564.0,4.5
823,Wrangler mens Wrancher Dress Jean, Wrangler,25.97,100% Polyester,30 Inches,Mexico,Slim-fit dress jean with soil-release finish featuring scoop front and spade hip pockets,Không có,7269.0,4.1
824,Wrangler Authentics Men's Relaxed Fit Boot Cut Jean, Wrangler Authentics,28.26,"99% Cotton, 1% Spandex",Zipper,Bangladesh,"TRADITIONAL STYLE. This classic jean is sure to be comfortable and functional for your everyday wear. From the office to a backyard barbeque, this jean is built for versatility and comfort with a timeless silhouette.",Wrangler Authentics Men's Relaxed Fit Boot Cut Jean.,23515.0,4.3
825,Dickies Men's Slim-Straight Stretch-Twill Cargo Pant, Dickies,34.99,"65% Polyester, 35% Cotton",Zipper,Nicaragua,Dickies FLEX fabric for comfort and ease of movement,"7.1/4 ounce twill cargo pant has flex fabric for ease of movement, sits below the waist",2838.0,4.4
826,Wrangler Authentics Men's Classic Carpenter Jean, Wrangler,29.74,"80% Cotton, 20% Polyester",Zipper,Mexico,"UTILITY STORAGE. Built with (2) slash pockets, (2) back pockets, (2) tool pockets on the right leg, and (1) hammer loop on the left, these carpenter jeans are made to keep your tools easily accessible while working on the job or in the workshop.","With classic carpenter details, the Wrangler Authentic Men's Classic Carpenter pant is sure to be your favorite, whether if you are working on the job or causally going out for the day. Featuring a soft yet durable cotton polyester blend, this jean offers lasting comfort and functionality throughout your day. Design for work, these jeans feature 2 large front and back pockets, 1 rule pocket and 1 hammer loop, as they provide you with a place for all your tools and belongings.",6124.0,4.6
827,Dickies Men's Relaxed-Fit Utility Pant, Dickies,24.99,100% Cotton,Hook and Eye,Honduras,"CLASSIC WORKWEAR: The standard in painter's pants, these machine washable 100% cotton pants feature hammer loops on both legs & center back, plus extra large back pockets for convenient storage. Seams are triple stitched for maximum strength & durability","The standard in painter's pants. 8 3/4 Oz. Painter's Drill, multiple tool pockets and hammer loops",10490.0,4.4
828,Columbia Men's Rapid Rivers Big & Tall Pant, Columbia,49.0,"97% Cotton, 3% Elastane",Button,Bangladesh,OMNI-SHADE: Be safe and protected. Omni-Shade blocks UVA and UVB rays to help prevent sunburns and long-term skin damage. The tight weave construction with UV absorbent yarns block the full spectrum of harmful UV rays.,"A performance pant with city style, this pair offers UPF 50 sun protection, a stretchy cotton build, and plenty of storage. Columbia offers these pants in multiple colors and sizes. Extended sizing available. Available in various inseam lengths. Straight fit and Regular fit.",96.0,4.2
829,Kenneth Cole REACTION Men's Slim Fit Fashion Patterned Dress Pant, Kenneth Cole REACTION,36.98,"64% Polyester, 34% Viscose, 2% Spandex",Hook and Bar,Bangladesh,"FEATURES: This flat front slim fit pant features a hook and bar closure, a functional front button closure and fly front. The off seam pocket design and a double welt button through back pockets is what gives this pant a sophisticated look.",Shadow check stretch slim fit flex waistband dress pant,3357.0,4.5
830,Mossy Oak Men's Hunting Pants Camo Cotton Mill Flex, Mossy Oak,54.99,"57% Cotton, 41% Polyester, 2% Spandex",Button,Pakistan,"Cotton Mill Flex Hunt Pant: Our mens cargo pants are made from a 57% cotton, 41% polyester, and 2% spandex blend. They feature a partial elastic waist, button closure with zipper fly, belt loops, and drawstring ankle cuffs.","The newly designed Mossy Oak Cotton Mill Hunt Pant has all of the traditional features hunters love, only now with a few extras that make it even better. Constructed from a Cotton/Poly/Spandex blend material, they're light enough for warm weather, yet solid enough to keep you comfortable in cooler temps with minimal layering. The material features the same durable construction, but now with added two-way stretch for extra comfort and mobility in any position. A crotch gusset has also been added for a non-binding action fit when walking, kneeling, or sitting. From archery season in the Fall to turkey in the Spring, you'll find that it's one of the most versatile pair of pants in your camouflage apparel collection.",2173.0,4.6
831,Amazon Essentials Men's Slim-Fit 5-Pocket Comfort Stretch Chino Pant (Previously Goodthreads), Amazon Essentials,28.5,"99% Cotton, 1% Elastane",Zipper,Bangladesh,This product was previously sold as Goodthreads and now as Amazon Essentials.,"placeholder text, placeholder text, placeholder text...",5228.0,4.4
832,Dickies Men's Regular-Fit 5-Pocket Jean, Dickies,29.99,100% Cotton,Hook and Eye,Guatemala,DURABLE STYLE: Our authentic Dickies work jean is built of 100% heavyweight cotton denim twill with a traditional 5-pocket styling. It has everything you want in a pair of jeans with a classic fit & straight leg. Engineered to last & priced to please.,Durable straight leg 5-pocket jean by Dickies is a great value. Garment washed for comfort.,15348.0,4.4
833,Dickies Men's Tough Max Duck Carpenter Pant, Dickies,44.99,"68% Cotton, 30% Polyester, 2% Elastane",Button,Mexico,"Flex fabric for ease of movement and comfort, designed to move","Dickies flex with performance fabrics are two times stronger and longer lasting than all-cotton fabric. Made with specialized polyester wrapped yarns, these high performance fabrics offer superior flexibility, exceptional abrasion resistance and enhanced durability.",10164.0,4.5
834,Wrangler Authentics Men's Fleece Lined Five Pocket Jean, Wrangler Authentics,30.23,100% Cotton; 100% Polyester,Zipper,Mexico,"RELAXED FIT. Built with a relaxed fit through the seat and thigh, these versatile pants sit at the natural waist for a comfortable fit during any task.","The Wrangler Authentic Men's Big & Tall Fleece Lined 5 Pocket Pant is the perfect style for warmth and durability in the colder months. Made with a 100% cotton body and polyester lining, this pant features 5 pocket styling for everyday wear and versatility. Keep warm and stylish this fall and winter with the Wrangler Authentic Fleece Lined 5 Pocket pant.",9838.0,4.6
835,Wrangler Mens Riggs Workwear Technician Work Utility Pants, Wrangler,36.6,100% Cotton,Zipper,Nicaragua,"ROOM2MOVE FIT. Constructed with a gusseted crotch and improved fit in the seat, thigh, and knee, this pant gives greater range of motion. Advanced mobility for greater productivity.",Wrangler Mens Riggs Workwear Technician Work Utility Pants,5049.0,4.4
836,Dickies Men's Relaxed-Fit Carpenter Jean, Dickies,29.99,100% Cotton,30 Inches,Guatemala,Relaxed work jean with traditional carpenter-style pockets and logo patch at back pockets,Relaxed fit carpenter jean is roomier through the seat and thigh. Slightly tapered leg opening fits over work boots. Triple stitched seams for more durability.,10277.0,4.5
837,Wrangler Riggs Workwear Men's Ranger Work Utility Pants, Wrangler,44.54,100% Cotton,Zipper,Mexico,"RELAXED FIT. This relaxed fit work pant is designed with function and comfort in mind. Built with a relaxed fit through the seat, thigh, and knee, this work pant sits comfortably on the waist and leaves plenty of room to fit over your work boots.",Wrangler Riggs Workwear Men's Ranger Work Utility Pants,25873.0,4.4
838,ATG by Wrangler Men's Zip Pocket Trail Pant, ATG by Wrangler,51.69,"97% Nylon, 3% Spandex",Zipper,Bangladesh,"WATER REPELLENT. Ready for camping and hiking, these men's trail pants are coated with a durable water repellent finish to keep you dry. Whether you're trekking through wet grass or encounter unexpected rain, these pants help keep you dry.","ALL TERRAIN GEAR: You’re ready to take on your next great adventure, which is why ATG x Wrangler brings you performance outdoor apparel that’s got you covered. Nature doesn’t hold back, which is why we’ve designed a full collection of tops, pants, shorts, outerwear and more with stretch, moisture-wicking fabric that helps block the sun with UPF protection and keep you dry for comfort that doesn’t quit. The line is packed with innovative outdoor tech features like sunglasses cleaner at the hem of all shirts, durable, reinforced pants with reinforced and lightweight, breathable fabrics. Whether you’re camping at your favorite site, hiking a new trail or even just exploring your own backyard, we’ve got the gear you need. Any destination. Any terrain. Anytime.",954.0,4.6
839,Perry Ellis Men's Casual, Perry Ellis,44.28,100% Polyester,Zipper,China,Slim fit forms to the body through the leg,"Featuring a sleek flat front, these solid men’s dress pants from Perry Ellis will be a smart choice for both the office and after-hours. The slim-fit long pants are crafted from 100% recycled lightweight twill fabric, for comfort in any weather. A hint of stretch in the material lets you move without feeling constricted. An interior gripper elastic waistband helps to keep the bottoms in place and your shirt neatly tucked in.",7.0,Không có
840,Volcom Men's V Monty Chino Pant, Volcom,39.95,"60% Cotton, 40% Polyester",Button,Bangladesh,Zip fly with button closure,"Solid chino pants offer casual, comfortable style. Fit may be slightly larger than our Frickin Chinos",279.0,4.4
841,Kenneth Cole REACTION Men's Modern Fit Stretch Dress Pant, Kenneth Cole REACTION,35.6,"66% Polyester, 19% Polyester, 15% Polyester",Hook and Bar,Bangladesh,"VERSATILE: Comfort and style. These sustainable mini check dress pants are perfect for the workday or a weekend event. Crafted with a blend of Recycled Polyester, they will keep you looking good and feeling great about your purchase.","Just like the trusty comfort dress pants you know and love, we steered over to making our fabrics more innovative so they perform and keep up with your busy lifestyle. Cut in a modern fit, these sustainable pants offer comfort and mobility when you need it most in your day. PRO STYLE TIP: Pair these pants with your favorite T-shirt and sneakers. To dress this pant up a bit, toss on a solid blazer to balance out the laid back look.",3312.0,4.4
842,"IZOD Men's Young Uniform Twill Khaki Pants, Flat Front & Comfortable Waistband, Stretch Fabric", IZOD,21.83,"98% Cotton, 2% Spandex",Button,Bangladesh,"Constructed with brethable and soft twill fabric with subtle stretch, made to move with you!","Izod young adults uniform collection offers a variety of tops and bottoms, free-of-logos to meet uniform requirements. Add comfort and style with approved",366.0,4.3
843,"Perry Ellis Men's Essentials Linen Dress Pant, Modern Fit, Solid Twill, Lightweight (Waist Size 29-42)", Perry Ellis,52.99,"54% Linen, 46% Cotton",Zipper,Indonesia,"BREATHABLE & LIGHTWEIGHT: Stay cool and comfortable all day with these lightweight men's dress pants. Made from a breathable linen-cotton blend fabric, they allow air to pass through effortlessly, ensuring a fresh feel and stylish comfort.","Prepare to look and feel amazing in these Perry Ellis men's modern-fit dress pants. Crafted from a breathable and durable linen blend fabric, they are perfect for staying comfortable during tropical destination weddings, business retreats, or any warm climate event. The classic twill weave adds a subtle texture to the material while maintaining a lightweight feel that keeps you cool. The hidden tech pocket and premium linen-cotton blend fabric make them a functional and stylish must-have for your summer wardrobe; pair these versatile solid-colored pants with the matching suit jacket and vest. Embrace both comfort and sophistication with these dress pants for men that will elevate your warm weather style.",1951.0,4.4
844,GAP Men's Cargo Pant, GAP,41.99,100% Cotton,Pull On,Vietnam,"EVERYDAY EASY: With a relaxed cut that’s loose but never baggy, our khaki pants are made from a stretch cotton canvas weave to keep you comfortable all day long","Modern American Optimism is in our DNA. Since 1969, we have acted as a force for good. Bridging the gaps between generations, backgrounds, and ideas through the honesty (and hope) of our eternal youthful energy.",119.0,4.4
845,Amazon Essentials Men's Classic-Fit Wrinkle-Resistant Stretch Dress Pant, Amazon Essentials,34.2,"63% Polyester, 33% Viscose, 4% Other Fibers",Button,India,CLASSIC FIT: Roomy through hip & thigh with straight leg. Sits at the waist.,"Amazon Essentials is focused on creating affordable, high-quality, and long-lasting everyday clothing you can rely on. Our line of men's must-haves includes polo shirts, chino pants, classic-fit shorts, casual button-downs, and crew-neck tees. Our consistent sizing takes the guesswork out of shopping, and each piece is put to the test to maintain the highest standards in quality and comfort.",2100.0,4.5
846,"Hanes mens Ecosmart Best Sweatpants, Athletic Lounge Pants With Cinched Cuffs", Hanes,11.0,"50% Cotton, 50% Polyester",Drawstring,El Salvador,"FASHION TO FEEL GOOD ABOUT - Hanes EcoSmart mid-weight, year-round fleece men's sweatpants are made with cotton sourced from American farms.","Fleece-lined, plush, and thick, Hanes® EcoSmart™ sweatpants get you the comfort you're looking for – lounge to leg day. These mid-weight, year-round fleece sweatpants for men are made with cotton sourced from American farms, so you can feel good about your choice. Thick fleece stays warm and cozy, so sweats can be a longtime favorite. For warming up, cooling down, or kicking back, these comfortable men's sweats have a relaxed fit with cinched cuffs for an athletic look. Adjust the fit just how you like it with the functional interior drawstring. These quality fleece sweats are made with a soft cotton-polyester blend and have a tag-free finish for added comfort. Throw them in the washer and tumble dry low for easy care. Use cold water wash to reduce energy use.",38514.0,4.3
847,Kenneth Cole REACTION Men's Stretch Weave Slim Fit Dress Pant, Kenneth Cole REACTION,36.57,100% Polyester,Hook and Bar,Vietnam,VERSATILE: Comfort and style. These slim fit dress pants are perfect for the workday or a weekend event. Featuring a rigid waistband for a secure fit.,"Just like the trusty comfort dress pants you know and love, we steered over to making our fabrics more innovative so they perform and keep up with your busy lifestyle. Cut in a slim fit, these pants offer stretch and mobility when you need it most in your day. PRO STYLE TIP: For a Pair these pants with your favorite T-shirt and sneakers. To dress this pant up a bit, toss on a solid blazer to balance out the laid back look.",1906.0,4.4
848,Dockers Men's Relaxed Fit Comfort Khaki Pants, Dockers,49.99,"51% Cotton, 47% Polyester, 2% Elastane",Button,Bangladesh,Men's Relaxed Khaki Pant With Wrinkle-Resistant Technology and a Flat Front,Không có,10194.0,4.5
849,Amazon Essentials Men's Skinny-Fit Casual Stretch Chino Pant, Amazon Essentials,23.7,"97% Cotton, 3% Spandex",Zipper,Bangladesh,"SKINNY FIT: Snug fit through hip, thigh, and leg; sits below the waist.",placeholder text placeholder text placeholder text placeholder text.,9790.0,4.4
850,Wrangler Mens Reinforced Utility Pant, ATG by Wrangler,34.37,"97% Cotton, 3% Spandex",Zipper,Bangladesh,"MOISTURE WICKING. Perfect for outdoor activities, these moisture wicking utility pants are built to keep you dry through any physical activity.",Không có,5937.0,4.5
851,HAGGAR Mens Work to Weekend Hidden Expandable Waist Classic Fit Flat Front Pant, Haggar,37.59,100% Cotton,32 Inches,Bangladesh,"FEATURES: The iconic Work To Weekend pant features a traditional pant that never goes out of style. The flat front, classic fit silhouette offers a hidden expandable waistband tat stretches up to 3"" to provide the ultimate comfort in your mid-section.",HAGGAR Mens Work to Weekend Hidden Expandable Waist Classic Fit Flat Front Pant,11914.0,4.4
852,Perry Ellis Men's Modern Fit Solid Stretch Resolution Dress Pant, Perry Ellis,45.2,Machine Wash,30 Inches,Vietnam,"STRETCH: 4-way stretch built into the fabric of these men’s dress pants allows them to stretch both widthwise and lengthwise. With a contoured waistband for no slip and no gap, you’ll enjoy greater comfort and won’t feel confined throughout your day.","Get ready for the ultimate in comfort and style with these Perry Ellis Resolution dress pants, designed for performance. Featuring a contoured waistband, they provide a secure and gap-free fit, ensuring they move effortlessly with your every step. With their 4-way stretch and built-in moisture-wicking technology, these pants keep you cool and dry all day, allowing you to stay comfortable no matter what. The modern fit, cut with a straight leg and regular bottom opening, offers a perfect balance of style and comfort. A soft leg crease adds a bright, polished finish to these machine-washable dress pants. And you can feel great about your fashion choices as these pants include REPREVE recycled polyester in their fabric, made from recycled plastic bottles. Experience the perfect blend of sustainability, functionality, and style with these pants that always have your comfort in mind.",85.0,4.5
853,Eddie Bauer Men's Convertible Tech Pant, Eddie Bauer,21.71,"95% Nylon, 5% Spandex",Zipper,Không xác định,StormRepel DWR finish sheds moisture,Put away your old zip-off pants and bring them into the new school with our ultra-light and versatile Convertible Pants. These lightweight pants put the 'cool' into 'hiking cool trails' so you can stay comfortable and change up your style on the fly.,133.0,4.6
854,GAP Men's Essential Slim Fit Khaki Chino Pants, GAP,24.0,"98% Cotton, 2% Lycra",Pull On,China,"THE ESSENTIAL SLIM FIT KHAKIS: With a slim cut that’s lean but never tight, our khaki pants are made from a smooth cotton twill fabric with GapFlex stretch to keep you comfortable all day long",Everyday performance meets all day comfort. The not so basic khaki pants that look great with everything. Win win.,466.0,4.4
855,Lee Men's Extreme Motion Twill Cargo Pant, Lee,48.0,"98% Cotton, 2% Spandex",Zipper,Bangladesh,"98% cotton, 2% spandex","LEE Men's Performance Series Extreme Comfort Twill Straight Fit Cargo Pant. Utility storage in an updated, straight-leg fit, these cargos are built for the modern working man. With performance flex fabric and a comfortable waistband, these pants help you get to work and get the job done, in reliable Lee comfort. BRAND HERITAGE: Just like our founder, H.D. Lee, our passion is helping can-do people do more. We are committed to designing clothing that conforms to your body, allowing you to move through life freely. We help you chase the things that bring you joy and laughter. The things that make you fearless and hopefully because your passion is what makes you unique. And what moves you, moves us. Move your Lee.",1322.0,4.5
856,"Perry Ellis 100% Linen Drawstring Casual Pants for Men, Regular Fit, Lightweight (Waist Size 29-54 Big & Tall)", Perry Ellis,42.12,100% Linen,Drawstring,Indonesia,"100% LINEN: Experience lightweight comfort and breathability with these casual pants for men. Crafted from 100% linen fabric which allows air to effortlessly pass through it, keeping you cool and comfortable throughout the day.","Indulge in ultimate relaxation at home or take a sunny stroll along the waterfront with these light and breathable 100% linen pants for men from Perry Ellis. These pants are designed for comfort and style, featuring a sleek flat front design and convenient open pockets for storing small essentials. The drawstring waistband ensures a secure fit that stays in place throughout the day. A comfortable regular fit offers a bit more room through the thighs and legs, allowing for easy movement. Best of all, these pants can be machine washed and dried, with light ironing needed, making them incredibly low-maintenance. Embrace effortless style with these versatile pants that keep you looking great without the extra time and effort.",2817.0,4.4
857,Amazon Essentials Men's Classic-Fit Expandable-Waist Pleated Dress Pant, Amazon Essentials,33.2,100% Polyester (certified recycled),Zipper,Bangladesh,CLASSIC FIT: Roomy through hip & thigh with straight leg. Sits at the waist.,"Amazon Essentials is focused on creating affordable, high-quality, and long-lasting everyday clothing you can rely on. Our line of men's must-haves includes polo shirts, chino pants, classic-fit shorts, casual button-downs, and crew-neck tees. Our consistent sizing takes the guesswork out of shopping, and each piece is put to the test to maintain the highest standards in quality and comfort.",7839.0,4.4
858,Haggar Men's 4 Way Stretch Slim Fit Flat Front Dress Pant, Haggar,31.99,100% Polyester,Hook and Bar,Bangladesh,"FEATURES: From The J.M. Haggar collection, this slim fit flat front pant features off-seam front pockets, double welt back pockets with a comfortable premium flex waistband allowing the comfort of stretch on your mid-section.",HAGGAR Mens 4 Way Stretch Slim Fit Flat Front Dress Pant,6137.0,4.5
859,Under Armour Men's Brawler Pants, Under Armour,39.94,100% Knit,Pull On,Philippines,Smooth tricot knit exterior with a brushed interior for soft comfort & warmth,"These are your new favorite warm-up pants for pretty much everything you do—they're light, comfy, and have a tapered fit for a clean look. Smooth tricot knit exterior with a brushed interior for soft comfort & warmth. Material wicks sweat & dries really fast. Encased elastic waistband with external drawcord. Open hand pockets. Inseam: 31"""". Tapered leg fit with ribbed cuffs. 100% Polyester.",391.0,4.6
860,Haggar Men's Premium Comfort Classic Fit Pleat Front Dress Pant (Regular And Big & Tall Sizes), Haggar,44.99,100% Polyester,Button,Bangladesh,"FEATURES: The pleat front classic fit pant features a hook and bar closure, off seam front pockets, double welt button through back pocket and a blind hem.",Haggar Mens Premium Comfort Classic Fit Pleat Front Pant Reg. And Big And Tall Sizes,6319.0,4.6
861,Haggar Men's Iron Free Premium Khaki Classic Fit Pleat Front Expandable Waist Casual Pant (Regular and Big & Tall Sizes), Haggar,35.54,"61% cotton, 37% polyester, 2% elastane",Zipper,Bangladesh,"IRON FREE - Our traditional classic fit that keeps it timeless in a pleat front silhouette. Additional features include offseam front pockets, single welt back pockets and roll hem.",Haggar Men's Iron Free Premium Khaki Classic Fit Pleat Front Expandable Waist Casual Pant (Regular and Big & Tall Sizes),2652.0,4.5
862,Under Armour Men's Outdoor Everyday Pants, Under Armour,90.0,"98% Cotton,2% Elastane",Zipper,Philippines,Woven chino fabric is lightweight & super durable,Woven chino fabric is lightweight & super durable. Stretch-engineered waistband with belt loops & working fly for superior mobility & comfort. Open hand & back pockets & right-side leg pocket. Pockets: Yes. Straight leg fit. 98% Cotton/2% Elastane.,Không có,Không có
863,Silver Jeans Co. Men's Craig Classic Fit Bootcut Jeans, Silver Jeans Co.,90.48,"99% Cotton, 1% Elastane",Zipper,China,"CLASSIC DENIM COMFORT. Our Craig Classic Fit Bootcut Jeans are a must-have every day jean. This style features 5-pocket styling with a zip fly and button closure. Perfect for however you wear your jeans, Craig comes in multiple washes","Silver Jeans Co. is more than denim, it's a legacy of adventure. For 100 years, we've been crafting jeans that fit flawlessly, feel comfortable, and look great, empowering you to make every moment a story worth telling. Our denim is a canvas for your stories, accompanying you on any adventure and celebrating your unique journey. When you start in Silvers, every day is an opportunity to express yourself fearlessly.",3084.0,4.5
864,Mountain Hardwear Women's Yumalina Active Pull-on Jogger, Mountain Hardwear,59.39,"88% Nylon, 12% Elastane",Drawstring,Vietnam,Durable 4-way stretch puter fabrication for freedom of movement,"The perfect pant to help fight the frigid days of fall, keeping you warm even through the winter. Its tapered fit with an adjustable ankle hem is easy to pair with any footwear, whether for the cabin or through the snow, and its unique, hidden belt system wears smoothly under a sweater or with baselayers. With a softshell exterior that resists inclement weather, backed with ultra-soft fleece that comforts skin as it brushes through movement, the Yumalina dares to brave the cold, so you can accomplish more in the freezing seasons.El pantalón perfecto para ayudar a combatir los fríos días de otoño, manteniéndote caliente incluso durante el invierno. Su ajuste cónico con un dobladillo ajustable en el tobillo es fácil de combinar con cualquier calzado, ya sea para la cabina o en la nieve, y su exclusivo sistema de cinturón oculto se usa suavemente debajo de un suéter o con capas base. Con un exterior softshell que resiste las inclemencias del clima, respaldado con forro polar ultrasuave que reconforta la piel mientras cepilla el movimiento, la Yumalina se atreve a enfrentar el frío, por lo que puedes lograr más en las estaciones heladas.추운 가을과 싸우는 데 도움이 되는 완벽한 바지로 겨울에도 따뜻하게 유지합니다. 조절 가능한 발목 밑단이 있는 테이퍼드 핏은 오두막이나 눈 속에서도 모든 신발과 쉽게 매치할 수 있으며, 독특한 숨겨진 벨트 시스템은 스웨터 아래나 베이스레이어와 함께 부드럽게 착용할 수 있습니다. 악천후를 견딜 수 있는 소프트쉘 외부와 매우 부드러운 플리스로 뒷받침되어 있어 움직일 때 피부를 편안하게 해주는 Yumalina는 감히 추위를 견딜 수 있으므로 추운 계절에 더 많은 것을 성취할 수 있습니다.",1.0,Không có
865,Ariat Mens Rebar M4 Stretch Canvas Work Utility Pants, ARIAT,72.95,"98% Cotton, 2% Spandex",Button,Nicaragua,Durastretch twill,"Ariat work is tough, durable, and ready for any job. Built to be rugged enough to stand up to your work day.",283.0,4.5
866,Amazon Essentials Men's Skinny-fit High Stretch Jean, Amazon Essentials,28.5,"84% Cotton, 14.5% Polyester, 1.5% Elastane",Zipper,India,"SKINNY FIT: Snug fit through hip, thigh, and leg; sits below the waist.",An Amazon brand - Classic denim and five pocket styling highlight these jeans perfect for everyday wear,333.0,4.4
867,Ariat mens M5 Slim Stackable Straight Leg Jean, ARIAT,59.95,100% Cotton,Zipper,Mexico,Straight-leg jean in ring-spun denim with no-rub comfort inseam and extra deep front pockets,"M-series denim is expertly constructed with a focus on quality, craftsmanship and style. M5 is slim through the seat and thigh, low rise and straight leg.",952.0,4.3
868,KARL LAGERFELD Men's Casual Waxed Cargo Pant, KARL LAGERFELD,94.76,"98% Cotton, 2% Elastane",Zipper,Pakistan,"Features: casual, basic, waxed cargo pant",This Karl Lagerfeld Paris mens MENS CARGO PANT is a casual basic waxed cargo pant,2.0,3.1
869,"Propper Men's Edgetec Pants, LAPD Navy, W: 38'' x Large: 30''", Propper,36.3,100% Polyester,Snap,Bangladesh,Durable water repellent (DWR) treatment resists dirt and moisture,"Pockets where you need them, super lightweight durability that lasts, the Men's 5-Pocket EdgeTec Slick Pant delivers the performance you need in the field.",2.0,Không có
870,IZOD Men's Saltwater Stretch Flat Front Classic Fit Chino Pant, IZOD,35.6,100% Cotton,Button,Bangladesh,Saltwater wash,"This garment has been washed for relaxed, worn-in comfort; fabric stretches for maximum comfort",248.0,4.4
