,productname,brand,price,fabrictype,closuretype,countryoforigin,productdescription,ratings,rate,about,product_id,brand_id
505,Wrangler Mens George Strait Cowboy Cut Slim Fit Jeans, Wrangler,39.95,100% Cotton,Snap,Mexico,Wrangler Mens George Strait Cowboy Cut Slim Fit Jeans,2187,4.6,Straight-leg jean with five-pocket styling featuring signature embroidery on back pockets and zip fly,506,78
506,French Toast Men's Relaxed Fit Pant, French Toast,27.48,"60% Cotton, 40% Polyester",Hook and Eye,Indonesia,Express your limitless style with French Toast's Relaxed Fit Pant. This pant is created with a comfortable cotton blend twill fabric with our Wrinkle No More™ technology. It also has front & back pockets and most importantly French Toast's Power Knees™.,27,3.7,Cotton Blend Twill,507,27
507,"Helly Hansen Men's Quick-Dry Cargo Pant, 597 Navy, 38", Helly-Hansen,72.45,"94% Polyamide, 6% Elastane",Button,Vietnam,"The qd cargo is a favorite softshell cargo pant utilizing a light but sturdy softshell material that dries super fast. Plenty of pockets space with cargo pockets added to both sides and a comfortable fit with just the right amount of stretch. A favorite among sailors and travelers due to its compact pack size, style and versatility.",21,4.8,Our favorite softshell quick-dry cargo pant,508,36
508,PUMA Men's Contrast Pant 2.0, PUMA,32.07,100% Polyester,Drawstring,Vietnam,Every guy's got that favorite pair of sweatpants. These sweats (with their comfy material and contrast side panels) totally in the running for favorite pair status.,13,4.2,Regular Fit,509,56
509,Lucky Brand Men's Surplus Cargo Pant, Lucky Brand,87.41,"65% Cotton, 35% Lyocell",Button,China,"Swap out your go-to denim jeans for the Surplus Cargo Pant from Lucky Brand. Made of durable cotton-knit fabric and featuring multiple pockets, these cargo pants go from the weekdays through the weekend. This pair is cut from TENCEL™ fabric, a naturally soft and lightweight fiber made from the wood pulp of trees sourced from responsibly managed forests.",Unknown,3,Side cargo pockets,510,46
510,Columbia Men's Tech Trail Warm Pant, Columbia,68.48,"91% Polyester, 9% Elastane",High Rise,Vietnam,"Need hiking pants that are warm? Water-repellent? Durable? This high-tech pair checks all the boxes, with a hint of stretch, a cozy lining, and a partial elastic waist for all-day comfort.The warm tech featured in these pants are necessity for cool weather curiosity. Made from a combination of stain and water repellent fabric, these are versatile pants that bring two zippered hand pockets, a back pocket, and leg zippers for an extended opening and easier on/off wear. Columbia offers these pants in multiple colors and sizes. ActiveFit. To ensure you get the right size, please refer to our sizing chart. To measure the waist correctly, measure around the natural waistline, allowing the tape measure to sit comfortably. For the hips, measure around the fullest part of the hips. And for the correct inseam, measure from the top of the interior leg to the bottom of the ankle.",2,3,"OMNI-SHIELD: Go ahead, try and get dirty. Omni-Shield helps you stay clean and dry by resisting the absorption of liquids. Unlike most fabrics that absorb moisture, Omni-Shield repels moisture and dries quickly—avoiding stains and keeping you clean",511,19
511,Speedo Men's Jogger Pants Relaxed Fit Team Warm Up, Speedo,48.75,"76% Polyester, 24% Cotton",Drawstring,Egypt,"The speedo Male Jogger Pant has the perfect combo of slim-fitting security and stretchy, comfortable materials to make your daily jog or your ""lounge around"" day a pleasant experience.",36,4.3,Soft Touch fabric offers all-day comfort,512,68
512,Arctix Men's Vertical Hiking Pants, Arctix,19.82,"95% Nylon, 5% Spandex",Zipper,Bangladesh,Unknown,3,3.2,ADVANCED TECHNOLOGY: UPF 50 fabric for maximum protection against the sun and advanced water and stain repellency to keep you cool and dry.,513,7
513,"Haggar Men's Premium Stretch Tailored Fit Subtle Pattern Suit Separates Jackets, Grey-Pant, 38Wx30L", Haggar,53.99,"83% Polyester, 15% Viscose, 2% Elastane",Bangladesh,Unknown,"Step into sophistication with the J.M. Haggar™ Tailored Fit Micro Dobby Suit Separate Pant – a pinnacle of contemporary tailoring designed for the modern gentleman. The tailored fit, enhanced by a 2-button closure and notched lapel, exudes refined elegance that seamlessly transitions from office to after-hours engagements. With side vents for ease of movement, 4 sleeve buttons, and flap pockets for functional flair, every detail is meticulously crafted. Engineered with a made-to-stretch fabric and adorned with a micro dobby pattern, these pants strike the perfect balance between comfort and style, ensuring a polished look that complements your dynamic lifestyle.",4,4.7,SUIT SEPARATES: Enjoy the benefit of looking polished while feeling comfortable when you choose your customized suit jacket and suit pant size. Simply select your jacket and pant sizes and add them to the cart separately,514,34
514,ARIAT Men's Flame Resistant M5 Stretch Duralight Canvas Stackable Straight Leg Pant, ARIAT,129.95,"74% Cotton, 24% Nylon, 2% Spandex",Button,Nicaragua,"Tough enough for work yet sleek enough for play, these flame-resistant pants offer great fit and flex. The light-weight material stretches with you while offering three times the strength of cotton.",Unknown,3,Straight through seat and thigh,515,3
515,Lee Men's Extreme Motion Swope Cargo Short, Lee,34.99,"98% Cotton, 2% Spandex",Zipper,Bangladesh,"Just like our founder, H.D. Lee, our passion is helping can-do people do more. We are committed to designing clothing that conforms to your body, allowing you to move through life freely. We help you chase the things that bring you joy and laughter. The things that make you fearless and hopefully because your passion is what makes you unique. And what moves you, moves us. Move your Lee.",6690,4.7,Relaxed fit; hits at the knee,516,43
516,"Wrangler Riggs Workwear Men's Utility Jean,Antique Indigo,40W x 36L", Wrangler,46.98,100% Cotton,High Rise,Mexico,"WRANGLER RIGGS WORKWEAR: Whatever the job, it’s time to step up. There’s nothing like an honest day’s work done in the right work clothes. Whether you’re a professional electrician, a hobbyist woodworker or construction worker, you’ll find our RIGGS WORKWEAR for men is designed with both comfort and utility in mind. We’ve designed clothes with a Room2Move Fit for improved range of motion and have made sure that your clothes are tough enough to withstand anything with features like triple-needle stitching and added reinforcement in high-wear areas. Our Carpenter Jeans, Ripstop Cargo Pants, Ranger Pants and denim come in a variety of colors and a wide selection of men’s long-sleeve shirts, tees, jackets, vests and FR clothing offer versatile, everyday pieces that can be worn mowing the lawn, camping or on the job site. Big and tall sizes deliver a great fit in every size. Made to withstand the toughest work conditions, the most extreme adventures and every casual occasion in between, this collection has your back.",27,4.5,"ROOM2MOVE FIT. For long days on the job, you want a work jean that keeps you comfortable. Constructed with a gusseted crotch and improved fit in the seat, thigh, and knee, this jean gives greater range of motion.",517,78
517,"Columbia Flex ROC Pant Mens, Fossil, 38W x 34L", Columbia,40.0,"98% Cotton, 2% Elastane",Button,India,"These pants are an everyday outdoor enthusiast's must-have. The Columbia Men's Flex ROC Casual Hiking Pants are an essential because of its signature soft-to-the-touch cotton blend that remains lightweight, yet durable, no matter the activity. High quality fabrics and expert craftsmanship are the backbone of Columbia’s apparel. These men's pants are durable and comfortable and include six strong belt loops for the perfect fit and ultimate freedom of movement. They feature two front and two rear pockets, plus a zippered security pocket, and a multi-tool/knife pocket to keep key items at the ready. Columbia offers these pants in multiple staple colors, lengths and sizes. Extended sizing available. Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the end of the knee.",8,4.2,"DURABLE OUTDOOR PANTS: The Columbia Men’s Flex ROC Casual Hiking Pants are perfectly at home on the trail, across pavement, or sitting fireside. Designed for carefree wear, you'll love this everyday outdoor staple.",518,19
518,"Champion Men's Sport Shorts, Moisture Wicking, Athletic Shorts, Gym Shorts (Reg. Or Big & Tall)", Champion,12.5,100% Polyester,Pull On,China,"THE LENGTH YOU WANT. For a pickup game, a workout at the gym, or a morning run, these sport shorts for men are a perfect fit. They're made with DOUBLE DRY™ technology that wicks sweat away from skin and dries in a flash to keep you cool and comfortable. Designed for maximum mobility, these men's shorts have an elasticized waistband with an inner drawcord that you can adjust to your best fit. Plus, side vents make for easy moves on and off the court. These performance training shorts are thoughtfully designed with convenient side-seam pockets to hold your phone, keys, and other essentials. You'll appreciate the knee-length 10"" inseam adding coverage and comfort. The finishing touch on this effortless design is the iconic Champion C Logo at the left leg.",15858,4.6,"THE FIT - Standard-fit sport shorts for men with a 10"" inseam that hits at the knee.",519,16
519,PAIGE Men's Fraser Brushed Twill Pants, PAIGE,189.0,"Shell: 98% lyocell, 2% elastane",Zipper,China,"The ultimate weekend pant. This cuffed trouser has a drawstring waist with a button closure and a hidden elastic waistband for ultimate comfort. Fraser is crafted in super soft brushed twill with comfort stretch in a light sandy grey shade that pairs easily with any tee, flannel or button down in your closet.",2,4.5,"Fabric: Mid-weight, super-stretch twill",520,53
520,ARIAT mens Rebar M4 Relaxed Durastretch Made Tough Double Front Stackable Straight Leg Pant, ARIAT,54.95,100% Cotton,Button,Nicaragua,"Rebar M4 Low Rise DuraStretch Made Tough Double Front Stackable Straight Leg Pant Rebarâ„ Made Tough DuraStretch Work Pants deliver strength minus the stiffness or bulk. Built-in stretch provides exceptional comfort and mobility. For our double front style, a reinforced thigh chap and triple-needle stitching add extra durability. 9 oz DuraStretch canvas Utility pocket and pen slot Carabiner loop Thigh chap for reinforcement Articulated knee with knee pad compatibility Triple needle stitching at stress points 99% cotton, 1% spandex.",22,3,9 oz DuraStretch canvas,521,3
521,"Columbia Flex ROC Pant Mens, Fossil, 38W x 32L", Columbia,45.2,"98% Cotton, 2% Elastane",Button,India,"These pants are an everyday outdoor enthusiast's must-have. The Columbia Men's Flex ROC Casual Hiking Pants are an essential because of its signature soft-to-the-touch cotton blend that remains lightweight, yet durable, no matter the activity. High quality fabrics and expert craftsmanship are the backbone of Columbia’s apparel. These men's pants are durable and comfortable and include six strong belt loops for the perfect fit and ultimate freedom of movement. They feature two front and two rear pockets, plus a zippered security pocket, and a multi-tool/knife pocket to keep key items at the ready. Columbia offers these pants in multiple staple colors, lengths and sizes. Extended sizing available. Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the end of the knee.",21,3.8,"DURABLE OUTDOOR PANTS: The Columbia Men’s Flex ROC Casual Hiking Pants are perfectly at home on the trail, across pavement, or sitting fireside. Designed for carefree wear, you'll love this everyday outdoor staple.",522,19
522,GUESS Men's Mid Rise Fit Slim Tapered Leg Jean, GUESS,98.0,"98% Cotton, 2% ElastaneSpandex",Zipper,Mexico,Unknown,10,3.9,"Medium rise, sits at hips. Slim fit with a tapered leg.",523,30
523,Rock & Republic mens Slim Straight Jean, Rock & Republic,26.48,"99% Cotton, 1% Elastane",Zipper,Bangladesh,Unknown,576,4.5,"SLIM FIT. Sleek and comfortable, these men's jeans are built with a slim fit through the hip and thigh and offer comfortable movement with a tailored look.",524,61
524,Dickies Men's Duratech Renegade Denim Jeans, Dickies,49.54,"68% Cotton, 30% Polyester, 2% Spandex",Zipper,Bangladesh,Unknown,25,4.4,Relaxed fit; straight leg; Moisture wicking,525,22
525,Red Kap Men's Jean-Cut Pant, Red Kap,25.49,"65% Polyester, 35% Cotton",Zipper,Mexico,Red Kap Men's Jean Cut Work Pants.,164,3.9,UNIQUE STYLE. These twill pants are cut like jeans for maximum comfort and style. Feature 2 Frontier Style Pockets & 2 double-needle patch hip pockets.,526,60
526,Haggar Men's Cool 18 Pro Straight Fit Pleated Front 4-Way Stretch Expandable Waist Short (Regular and Big & Tall Sizes), Haggar,34.99,100% Polyester,Zipper,Bangladesh,Big and tall cool 18 pro classic fit stretch pleat front short,4432,4.5,"COOL 18 PRO: This collection from America's favorite pant brand features 4-way stretch for ultimate comfort, moisture wicking technology, UV protection, and best of all, they are machine washable.",527,34
527,Armani Exchange Men's 5 Pocket Stretch Cotton Grey Denim Pant, A｜X ARMANI EXCHANGE,110.96,"99% Cotton, 1% Elastic",Button,China,"These slim fitting 5 pocket denim jeans are made of a stretch cotton denim for ultimate comfort. In a medium grey wash, these pants are a trendy and easy pair with any casual outfit.",Unknown,3,Grey Denim,528,8
528,Ariat mens M7 Slim Stretch Pro Series Ray Straight, ARIAT,79.95,"67% Cotton, 32% Polyester, 1% Elastane",Button,Mexico,"Cowboy tested, cowboy approved, Ariat Pro Series jeans can handle hard work and hard wear. Twice as durable as traditional denim and reinforced in key areas, they have classic Western styling and a simple back pocket. The straight-leg M7 is slim and modern without being tight or restrictive.",6,3,Seven belt loops with anchored reinforcement in key wear zones,529,3
529,Lucky Brand Men's 329 Classic Straight Fit Jean, Lucky Brand,98.95,"80% Cotton, 19% Polyester, 1% Elastane",Button,China,"Perfectly straight from waist to ankle with an easy low rise, the 329 Classic Straight jean is the ultimate everyday jean.",113,4.7,Low rise with a straight fit and straight leg,530,46
530,Oakley Men's Transition Pant, Oakley,85.0,"94% Nylon, 6% Spandex",Button,Indonesia,"The feature-rich Oakley RC Hybrid Jogger takes any golf game to the next level, and it looks just as great off or on the course. Advanced moisture management fabrication ensures you stay dry and comfortable, while stretch material ensures your every move is right on target. It’s finished with a hidden zip pocket on the side for securing light essentials.",8,3.9,"O Protect DWR Treatment repels water, reducing saturation for faster drying time and lasting comfort",531,52
531,"Haggar Men's Premium Stretch Tailored Fit Subtle Pattern Suit Separates Jackets, Chambray-Pant, 38Wx32L", Haggar,59.99,"68% Polyester, 29% Viscose, 3% Elastane",Bangladesh,Unknown,"Indulge in the epitome of suave sophistication with the J.M. Haggar™ Tailored Fit Glen Plaid Suit Separate Pant – a testament to meticulous tailoring and contemporary style. The tailored fit coupled with a premium flex waistband ensures a flawless silhouette that effortlessly combines comfort and elegance. The hook & bar closure, plain front, and off-seam front pockets contribute to a sleek and polished appearance, while the double welt button-through back pockets add a touch of refined detailing. Embrace the medium Glen Plaid pattern, making these pants a versatile wardrobe essential that transitions seamlessly from boardroom to social engagements with unparalleled confidence.",1,3,SUIT SEPARATES: Find your perfect fit! This Glen Plaid tailored fit suit pant is intended to be worn with the coordinating suit jacket. Simply choose your size for the suit pant and suit jacket and add each item to your cart separately,532,34
532,"Columbia Flex ROC Pant Mens, City Grey, 38W x 30L", Columbia,55.0,"98% Cotton, 2% Elastane",Button,India,"These pants are an everyday outdoor enthusiast's must-have. The Columbia Men's Flex ROC Casual Hiking Pants are an essential because of its signature soft-to-the-touch cotton blend that remains lightweight, yet durable, no matter the activity. High quality fabrics and expert craftsmanship are the backbone of Columbia’s apparel. These men's pants are durable and comfortable and include six strong belt loops for the perfect fit and ultimate freedom of movement. They feature two front and two rear pockets, plus a zippered security pocket, and a multi-tool/knife pocket to keep key items at the ready. Columbia offers these pants in multiple staple colors, lengths and sizes. Extended sizing available. Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the end of the knee.",25,4.2,"DURABLE OUTDOOR PANTS: The Columbia Men’s Flex ROC Casual Hiking Pants are perfectly at home on the trail, across pavement, or sitting fireside. Designed for carefree wear, you'll love this everyday outdoor staple.",533,19
533,Propper Lithos Men's Pant, Propper,59.99,"98% Cotton, 2% Spandex",Snap,China,"Constructed from a blend of combed cotton and spandex, the hard-working but comfortable Lithos pant allows free movement with a gusseted crotch and full range of motion for your everyday demands.",5,4.6,"98% Cotton, 2% Spandex",534,58
534,Brooks Brothers Men's Stretch Supima Cotton Poplin Chino Slim Fit Pants, Brooks Brothers,81.48,"98% Cotton, 2% Spandex",Zipper,Vietnam,"Crafted from stretch Supima cotton canvas washed for softness, our pants set the standard for seasonal comfort. Additional features include cotton oxford pocketing, waistband detail, and extended waist tab.",Unknown,3,"Crafted from stretch Supima cotton canvas washed for softness, these Chino pants set the standard for seasonal comfort with a flat front and straight fit through the hip and thigh",535,11
535,C9 Champion Men's Mesh Shorts-10 Inseam, C9 Champion,14.99,100% Polyester,Drawstring,Philippines,"The C9 Champion Men's Mesh Short keeps you cool with ventilating features for peak performance. Mesh fabric, side pockets and a drawstring waist give this basic an athletic look.",4544,4.5,"Loose fit: Relaxed fit for comfort and mobility, 10"" inseam",536,13
536,Haggar Men's Wrinkle Free Classic Fit Flat Front Khaki Pant, Haggar,44.99,"58% Cotton, 40% Recycled Polyester, 2% Elastane",Zipper,Bangladesh,"Discover the Haggar® Wrinkle Free Performance Khaki Classic Fit Pant—an icon of comfort, sustainability, and timeless style. Crafted with meticulous attention to detail, it features a classic fit silhouette with a plain front for elegance and functionality. Made from stretch fabric with moisture-wicking properties, it keeps you cool and dry. Plus, it's eco-friendly, with 40% recycled Repreve® Polyester—equivalent to 9 recycled plastic bottles. Elevate your wardrobe sustainably without compromising style or comfort.",22,4.8,"WRINKLE FREE: Embrace a freshly pressed appearance no matter where you go. The innovative fabric of our Wrinkle Free Performance Khaki resists wrinkles, ensuring you look sharp from morning to night.",537,34
537,PGA TOUR Men's Slim Fit Jogger Pant with Drawcord, PGA TOUR,38.5,Machine Wash,32 Inches,Bangladesh,"The PGA Tour Men's Slim Fit Jogger Pant fits your active lifestyle. Twill fabrication gives a lightweight feel. Added stretch helps maximize mobility for all-day comfort. Moisture-wicking technology moves sweat away from your skin to keep you feeling dry. A drawstring waist and cuffed ankles complete the look of these modern men’s joggers. Enjoy relaxed, casual comfort on golf days and casual laidback days.",2,3,Easy care,538,54
538,"Dickies Men's Flex Active Waist Regular Fit Cargo Work Pant, Black v1, 40W x 32L", Dickies,39.99,Easy-care,Low Rise,Unknown,Unknown,4,4.7,Sits slightly below waist; relaxed fit; straight leg,539,22
539,"Columbia Flex ROC Pant Mens, Black, 38W x 34L", Columbia,42.42,"98% Cotton, 2% Elastane",Button,India,"These pants are an everyday outdoor enthusiast's must-have. The Columbia Men's Flex ROC Casual Hiking Pants are an essential because of its signature soft-to-the-touch cotton blend that remains lightweight, yet durable, no matter the activity. High quality fabrics and expert craftsmanship are the backbone of Columbia’s apparel. These men's pants are durable and comfortable and include six strong belt loops for the perfect fit and ultimate freedom of movement. They feature two front and two rear pockets, plus a zippered security pocket, and a multi-tool/knife pocket to keep key items at the ready. Columbia offers these pants in multiple staple colors, lengths and sizes. Extended sizing available. Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the end of the knee.",3,3,"DURABLE OUTDOOR PANTS: The Columbia Men’s Flex ROC Casual Hiking Pants are perfectly at home on the trail, across pavement, or sitting fireside. Designed for carefree wear, you'll love this everyday outdoor staple.",540,19
540,Wrangler mens Cowboy Cut Silver Edition Slim Fit Boot Cut Jean, Wrangler,26.95,100% Cotton,Snap,Mexico,Wrangler mens Cowboy Cut Silver Edition Slim Fit Boot Cut Jean,646,4.3,Slim-fit jean featuring contrast stitching and classic five-pocket styling,541,78
541,"Kenneth Cole Reaction Men's Slim Fit Solid Performance Dress Pant, Medium Grey, 40W x 32L", Kenneth Cole,47.98,"64% Polyester, 34% Viscose, 2% Spandex",Button,Bangladesh,"Just like the trusty comfort dress pants you know and love, we steered over to making our fabrics more innovative so they perform and keep up with your busy lifestyle. Cut in a slim fit, these pants offer stretch and mobility when you need it most in your day. PRO STYLE TIP: For a Pair these pants with your favorite T-shirt and sneakers. To dress this pant up a bit, toss on a solid blazer to balance out the laid back look.",1,3,VERSATILE: Comfort and stylish. These slim fit dress pants are perfect for the workday or a weekend event. Featuring a slim fit flat front with a flex waistband.,542,41
542,C9 Champion Men's Ultimate Training Pant, C9 Champion,39.99,"Body: 100% Polyester; Elastic: 53% Nylon, 35% Polyester, 12% Elastane",Zipper,Vietnam,The Modern Train Pant from C9 Champion keeps you cool and comfortable with stretch fabric that wicks moisture and dries fast. Flexible waistband for added stretch and comfort and a zip pocket stashes your stuff. Hidden interior cell phone pocket keeps your look streamlined.,489,4.4,"Semi-fitted: Comfortable, body skimming fit",543,13
543,ARENA Men's Standard Relax Iv Team Pant Jogger Sweatpants, ARENA,33.0,100% Polyester,Pull On,China,The stylish and ultra comfortable arena men's Team Relax Pants are perfect for leisure activities. These track pants combine streetwear cool with an arena heritage design. They are equipped with side pockets and an adjustable drawstring waist. Eye-catching details like the vintage logo patch and the arena team stripe make the style unique. Team it with a white T-shirt and sneakers for a relaxed off-duty look.,Unknown,3,Stylish and tapered track pants for men combining streetwear style with arena heritage designs,544,2
544,"Helly-Hansen Workwear Oxford Work Pants for Men with 2-Way Stretch, Reinforced Adjustable Knee Pads and Thigh Pocket", Helly-Hansen,54.88,79% Cotton 18% Polyester,Button,China,Unknown,1,3,2-WAY STRETCH FABRIC and crotch gusset in these men’s pants gives you the freedom of movement you need get the job done,545,36
545,"Columbia Flex ROC Pant Mens, Alpine Tundra, 40W x 32L", Columbia,55.0,"98% Cotton, 2% Elastane",Button,India,"These pants are an everyday outdoor enthusiast's must-have. The Columbia Men's Flex ROC Casual Hiking Pants are an essential because of its signature soft-to-the-touch cotton blend that remains lightweight, yet durable, no matter the activity. High quality fabrics and expert craftsmanship are the backbone of Columbia’s apparel. These men's pants are durable and comfortable and include six strong belt loops for the perfect fit and ultimate freedom of movement. They feature two front and two rear pockets, plus a zippered security pocket, and a multi-tool/knife pocket to keep key items at the ready. Columbia offers these pants in multiple staple colors, lengths and sizes. Extended sizing available. Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the end of the knee.",30,4.3,"DURABLE OUTDOOR PANTS: The Columbia Men’s Flex ROC Casual Hiking Pants are perfectly at home on the trail, across pavement, or sitting fireside. Designed for carefree wear, you'll love this everyday outdoor staple.",546,19
546,Hurley Men's One and Only Fleece Pant, Hurley,29.43,"80% Cotton, 20% Polyester",Pull On,China,The Hurley Men's One and Only Solid Summer Fleece Pant are made for ultra comfort at home with a touch of style just in case you want to go anywhere. These are made with 240 gsm brushed fleece for the perfect weight and feel.,138,4.5,Brushed fleece,547,37
547,Dickies Mens Duck Cargo Pant, Dickies,49.99,"68% Cotton, 30% Polyester, 2% Elastane",Zipper,Mexico,"Dickies Men's Regular Fit Duck Cargo Pants offer a great fusion of durability and style, perfect for any demanding workplace. Their robust duck canvas construction is reinforced with triple-stitched seams that won't unravel when the pressure is on. TOUGH MAX™ technology offers exceptional performance that holds up to even the toughest challenges. Bending and reaching are a breeze with Dickies FLEX fabric and the Active Waist that sits just below the waistline. These pants stretch with you, giving you the freedom to move for any task. An expandable cargo pocket with pencil divider provides the storage you need.",Unknown,3,Dickies FLEX fabric for comfort and ease of movement,548,22
548,PUMA Men's Ferrari Race Sweat Pants, PUMA,56.61,"79% Cotton, 16% Polyester, 5% Elastane",Tapered,Unknown,REGULAR TAPERED FIT INTERNAL DRAWCORDS ZIPPED WELT POCKETS RAISED EMBROIDERED SCUDERIA FERRARI LETTERING RIB CUFFS,3,3,Regular fit with tapered legs,549,56
549,ARIAT mens Fr M7 Slim Durastretch Basic Straight Jean, ARIAT,104.95,100% Cotton,Zipper,Mexico,"Stay comfortable even when the environment isn't. Engineered to fit your body, these are the best FR jeans you'll ever wear. Made of premium, ring-spun cotton, this pair is slim and modern without being tight or restrictive.",25,4.3,CAT 2,550,3
550,"True Religion mens Ricky Flap Sn 32 Inseam Jeans, Body Rinse Black, 38", True Religion,99.0,"92% Ctn, 5% Elasterell, 3% Spx",Zipper,Pakistan,"The Ricky Straight Jean is a closet classic. Cut in a clean denim wash, this men's straight leg jean features clean tonal stitching and sleek tonal matte hardware. Finished with subtle horseshoe stitching along the back flap pockets and a shorter 32"" inseam.",47,4.6,Signature horseshoe detailing on back pockets,551,73
551,PAIGE Men's Lennox Transcend Slim Jeans, PAIGE,189.0,"51% Rayon, 26% Cotton, 22% Polyester, 1% Spandex",Zipper,USA,"Made with our exclusive transcend vintage denim, this pair provides a supremely soft fit with comfort stretch.",51,3,Made from TRANSCEND denim which guarantees the most comfortable fit with premium stretch and recovery for everyday wear,552,53
552,Wrangler Mens Cowboy Cut Slim Fit Traditional Bootcut Jeans, Wrangler,41.43,"99% Cotton, 1% Spandex",Zipper,Pakistan,Wrangler Mens Cowboy Cut Slim Fit Traditional Bootcut Jeans,956,4.3,"CLASSIC BOOTCUT. Some styles become classics for a reason. These men's bootcut jeans make it easy to rock the look you love at the level of comfort you need. Designed to go with everything in your closet, it's a style that will never disappear.",553,78
553,"Volcom Men's Regular 2x4 Stretch Denim Jean, Old Grey, 40W x 32L", Volcom,46.72,"99% Cotton, 1% Elastane",Button,China,"Volcom was founded in 1991 as America’s First Boarding Company and combined the cultures of skateboarding, surfing, snowboarding, music and art through our ‘Youth Against Establishment’ lens. This same energy continues to this day as we unite diverse lifestyles with our ‘True To This’ battle cry.",Unknown,3,"Skinny fit straight leg 14"" leg opening, sits below waist",554,77
554,American Apparel Men's Mason Fleece Gym Pant, American Apparel,17.09,"65% Cotton, 35% Polyester",Drawstring,Honduras,"Cozy, oversized pull on sweat short, brushed interior, featuring two front slant pockets and a drawstring cord. American Apparel is an iconic brand with a unique history and distinct culture that has gained a fiercely loyal customer following and tremendous global brand awareness. We're known for celebrating inclusivity, individuality, diversity, authenticity, and natural beauty. We embrace what makes our customers unique; expanding and redefining traditional notions of beauty.",50,3.9,Boxy fit,555,6
555,RVCA Men's Swift Sweat Pant, RVCA,50.0,"60% Cotton, 40% Polyester",Drawstring,China,"For RVCA, it's about today, tomorrow and life as the big picture. It is about inspiring our generation, providing something of substance and culture and above all doing it with integrity and as a united family, a close knit community.",199,4.6,Sweatpants with relaxed hip and thigh and a tapered skinny fit through the leg,556,59
556,Jockey Men's Loop Terry Jogger, Jockey,24.92,"62% Polyester, 34% Rayon, 4% Spandex",Pull On,China,"Add these Jockey men's active jogger pants to your wardrobe rotation. The ultra soft French terry fabrication provides long lasting comfort featuring a jogger style design, loose fit leg, forward side pockets, an adjustable braided drawcord with matte black grommets finished with a reverse stripe detail. This style comes in a variety of different colors.",12,4.7,"Polyester, Rayon, Spandex French Terry Construction",557,40
557,ARIAT mens M7 Grizzly Straight Jean, ARIAT,79.95,100% Cotton,Button,Mexico,"Ariat’s jeans for men have a great fit and stretch for comfortable and flexible wear. They are crafted with a durable material that delivers long-lasting strength and maximum comfort while allowing you to move comfortably throughout the day. An Ariat favorite, these bootcut jeans feature the classic five pocket design for a timeless yet functional look. Their button closure with a zip fly allows for ease of wearing. The M4 jeans are designed by combining your modern needs with a classic style. They are relaxed through the hip and thigh for a fit that looks good on everyone.",2,3.3,"STACKABLE: A modern take on a classic fit, these jeans are relaxed through the waist, hip and thigh for the most comfortable fit, all day long; Show off your boots with the stackable design, creating a perfect over-the-boot silhouette",558,3
558,GAP Men's Straight Taper Fit Jeans, GAP,35.22,"94% Cotton, 5% Recycled Cotton, 1% Elastane",Pull On,Bangladesh,"Meet the straight, tapered leg jeans that are a classic for a reason. Made from real, low-stretch denim that just gets better over time. Versatile enough to wear day or night, work or weekend.",8,4.3,"Gap champions a uniquely American sense of style with apparel that bridges the gaps between individuals, generations, and cultures",559,29
559,"Dickies Men's Loose Fit Double Knee Work Pants, Black", Dickies,34.99,"65% Polyester, 35% Cotton",Zipper,Mexico,"Our Dickies Men's Loose Fit Double Knee Work Pants work double-time in comfort so you can stay comfortable and focused on doing your work. The twill blend adds durability and is easy to care for. These pants feature reinforced knees for even more durability, as well as a high-rise waist and relaxed fit, with a classic straight leg. And the wide-tunnel belt loops are sturdy and can handle a heavy belt. These Double Knee Work Pants also have welt back pockets that stay securely closed, and a front multiuse pocket, too.",Unknown,3,Reinforced knees,560,22
560,Lucky Brand Men's 361 Vintage Straight Jean, Lucky Brand,99.0,"92% Cotton, 6% Polyester, 2% Elastane",Zipper,Dominican Republic,Unknown,2030,4.5,"Inseam: available in 30"", 32"" and 34""",561,46
561,adidas Men's Go-to Fallweight Golf Pants, adidas,44.5,"63% Recycled Polyester, 35% Ramie, 2% Spandex",Button,Vietnam,"When cool weather sets in, hit the links in these men's adidas golf pants. The soft brushed fabric is made with plenty of stretch for comfort and performance through 18 holes and beyond. Made with a series of recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",8,3,Regular fit,562,80
