,productname,brand,price,fabrictype,closuretype,countryoforigin,productdescription,ratings,rate,about,product_id,brand_id
385,"Columbia Flex ROC Pant Mens, Stone Green, 40W x 32L", Columbia,34.7,"98% Cotton, 2% Elastane",Zipper,India,"These pants are an everyday outdoor enthusiast's must-have. The Columbia Men's Flex ROC Casual Hiking Pants are an essential because of its signature soft-to-the-touch cotton blend that remains lightweight, yet durable, no matter the activity. High quality fabrics and expert craftsmanship are the backbone of Columbia’s apparel. These men's pants are durable and comfortable and include six strong belt loops for the perfect fit and ultimate freedom of movement. They feature two front and two rear pockets, plus a zippered security pocket, and a multi-tool/knife pocket to keep key items at the ready. Columbia offers these pants in multiple staple colors, lengths and sizes. Extended sizing available. Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the end of the knee.",53,4.4,"DURABLE OUTDOOR PANTS: The Columbia Men’s Flex ROC Casual Hiking Pants are perfectly at home on the trail, across pavement, or sitting fireside. Designed for carefree wear, you'll love this everyday outdoor staple.",386,19
386,Under Armour Mens Tech Mesh Shorts, Under Armour,22.5,100% Polyester,Pull On,Egypt,Unknown,5865,4.6,All-over mesh fabric is soft & extremely breathable for all-purpose wear,387,75
387,Oakley Men's Performance Terrain Pant, Oakley,80.0,"94% Polyester, 6% Elastane",Button,Indonesia,"The lightweight, water repellent Oakley Terraint Perf Pant are perfect for a day on the greens where the weather is warm but unpredictible. Constructed from stretch fabric, these pants have two side pockets, and welt and zippered back pockets to hold essentials. A branded pen loop gives you quick access and it's finished with an Oakley logo on the back right leg and tag on the left pocket side seam.",8,4.2,Water repellent,388,52
388,PGA TOUR Men's Flat Front Golf Shorts with Active Waistband (Size 30-44 Big & Tall), PGA TOUR,39.0,"98% Polyester, 2% Spandex",Button,Vietnam,"Whether you're bending over to pick up your ball, mid-swing, or at barbecue with friends, these men’s shorts are a great addition to your golf apparel. The classic fit with a 9-inch inseam gives you a little extra room in the thigh, while the stretch fabric moves with you. An active waistband elevates your comfort, while moisture-wicking technology moves sweat away from your body. Play and look your best with the many performance features of these golf shorts. Size 30 - 44.",2447,4.6,Elastic waistband with logo,389,54
389,GAP Men's Soft Wear Stretch Slim Fit Denim Jeans, GAP,37.55,"69% Cotton, 27% Polyester, 3% Viscose, 1% Elastane",Button,Bangladesh,"Our best-selling slim jeans are lean, but never tight. Versatile enough to wear day or night, work or weekend. This is real denim. Made to last. Made so you can be you.",681,4.5,"THE PERFECT SLIM FIT: Cut slim throughout, these jeans are made from super soft premium denim with GapFlex stretch technology that’s engineered to upgrade your comfort and elevate your every day",390,29
390,Red Kap Men's Utility Uniform Pant, Red Kap,26.99,"65% Polyester, 35% Cotton",Zipper,China,"Made to serve, these straight-leg uniform work pants offer a full cut for a roomier, easy fit and feature a metal hook-and-eye closure for added durability. Comfortable and durable pants are invaluable to workers in maintenance, manufacturing and many other jobs.",334,4.3,"Pant label length may state a finished dimension (34U, 36U, 37U) depending on the style, as items are cut to order.",391,60
391,Red Kap Men's Plain Front Cotton Pant, Red Kap,22.34,100% Cotton with Mechanical Stretch,Zipper,China,"Red Kap Men's Plain Front Pocketed Work Pants. Machine stretched twill fabric engineered for complete comfort with a casual, updated fit. Sturdy brass zipper and button closure.",70,3,"COMFORTABLE AND FLEXIBLE. Made with 100% Soft-Hand Cotton Twill, these pants feature mechanical stretch and have a casual, updated fit.",392,60
392,Mizuno Men's Premier Short Piped Pants, Mizuno,55.0,Unknown,Unknown,Unknown,Shorter inseam to be worn just below the knee. Two set-in back pockets with button closure. Tunnel-belt-waist. Double knee. Fly front with extended two-snap closure. Elastic bottom.,427,4.6,Unknown,393,48
393,Amazon Essentials Men's Slim-Fit High Stretch Jean, Amazon Essentials,34.2,"83% Cotton, 15% Polyester, 2% Elastane",Zipper,India,"Amazon Essentials is focused on creating affordable, high-quality, and long-lasting everyday clothing you can rely on. Our line of men's must-haves includes polo shirts, chino pants, classic-fit shorts, casual button-downs, and crew-neck tees. Our consistent sizing takes the guesswork out of shopping, and each piece is put to the test to maintain the highest standards in quality and comfort.",1128,4.3,"SLIM FIT: Slim fit through hip and thigh, with a tapered leg. Sits at the waist.",394,5
394,Haggar Men's 4 Way Stretch Ultra Slim Flat Front Dress Pant, Haggar,59.99,100% Polyester,Hook and Bar,Bangladesh,HAGGAR Mens 4 Way Stretch Ultra Slim Flat Front Dress Pant,59,4.5,"FEATURES: Elevate your wardrobe with this ultra slim fit dress pant from Haggar. Featuring a Premium Flex Waistband, hook and bar closure in a flat fron silhouette.",395,34
395,ARIAT mens Flame Resistant M4 Low Rise Boot Cut Jean, ARIAT,119.95,"88% Cotton, 12% Nylon",Zipper,China,"Jeans that can handle the heat. The 100% ring spun cotton denim is flame resistant and hrc 2 rated. They're dark washed with light hand sanding and tacking to give them a worn in look. Tailored with a lower-rise waist, straight leg opening and extra relaxed fit through the thigh. These jeans feature no-rub comfort inseams, extra deep front pockets and anchored belt loops. Apt 20, NFPA 70e, NFPA 2112 rated.",187,4.5,"LOW-RISE PANTS: Designed for durability, added comfort, and style, the flame-resistant pants are made with cotton and nylon fabric mix. These low-rise, boot cut pants have a relaxed fit on the waist, hip, and thigh",396,3
396,Lee Men's Legendary Loose Jean, Lee,25.48,"99% Cotton, 1% Spandex",Zipper,Mexico,"Lee is an iconic American denim and casual apparel brand that's been making legendary product for legendary people since 1889. With over 130 years of purposeful design and craftsmanship, we know a thing or two about style. Fueled by our core values of authenticity, integrity, and drive, we create products our customers love, time and time again. From uniquely styled jeans, pants, and shorts to on-trend shirts and jackets, our movement-inspired innovations, versatile styling, and superior fit have inspired generations.",2,4.5,"LOOSE FIT. These jeans sit at the natural waist and fit loose through the seat and thigh for a classic, laidback look that keeps you comfortable all day long.",397,43
397,Haggar Men's Life Khaki Straight Fit Flat Front Flex Pant, Haggar,44.99,"78% Viscose, 18% Nylon, 4%Elastane",Zipper,Bangladesh,"Introducing Haggar's Life Khaki™ Straight Fit Flex Pant: where comfort meets style. Featuring stretch material and a super flex waistband for unrestricted movement, these sleek pants blend versatility with elegance wihout compromising fit or feel. This stretch performance pant is sure to keep up with your active, on the go lifestyle. A sustainable choice for today’s innovators.",3,3,LIFE KHAKI: Life Khaki by Haggar is more than just apparel; it’s a movement towards sustainable fashion. Every purchase contributes to a better future with a positive impact measurable by the bottle count. Make a difference with every pair you wear!,398,34
398,ARIAT mens M5 Straight Stretch Remming Stackable Straight Leg Jean, ARIAT,86.95,100% Cotton,Button,Mexico,"Ruggedly handsome and supremely comfortable, these jeans are ready for wherever the day (or night) takes you. Our straight leg M5 is fitted through the hip and thigh for a modern yet classic look.",17,4.7,Mexico,399,3
399,Wrangler Authentics Authentics Men's Flat Front Short, Wrangler Authentics,21.99,"98% Cotton, 2% Spandex",Zipper,Bangladesh,"The Wrangler Authentics collection delivers laid-back style for the man on the go. Performance-level comfort is built into our classic shorts, cargo pants, jeans, jackets, and shirts for a complete outfit that feels as good as it looks. With innovative features like our Advanced Comfort technology, the clothes in this collection move with you for all day comfort. Available in many different styles and colors, it's easy to find clothes to fit your needs, all year round. From a night out on the town to a casual weekend spent with friends, you will feel ready for life, every day, with Wrangler.",321,4.5,REGULAR FIT. These shorts for men have a regular fit through the seat and thigh for complete comfort and a streamlined look.,400,79
400,IZOD Men's Young Classic Fit Flat Front Twill Pant, IZOD,19.94,"60% Cotton, 40% Polyester",Button,Dominican Republic,Izod brings you this young men's Flat Front Straight Modern Fit pant. Features easy care cotton rich fabrication with a peached finish for a softer touch. Front pockets and a double besom back bocket. There is a loop closure with button on wearer’s back right and Button front closure with brass zipper. These pants are a great basic for any Young Mans wardrobe.,203,4.1,Modern Straight fit young men’s pant,401,38
401,Skechers Mens Go Walk Everywhere Pant, Skechers,59.0,"88% Polyester, 12% Spandex",88% polyester/ 12% Spandex,Vietnam,Skechers Mens Go Walk Everywhere Pant,20,3,"Made with Skechweave which is an 88% Polyester, 12% Spandex fabrication",402,66
402,Brooks Brothers Men's Cotton Seersucker Slim Fit Pants, Brooks Brothers,103.6,"98% Cotton, 2% Spandex",Zipper,Egypt,"These pants feature our incomparable washed cotton seersucker, perfect stretch and the attention to detail we're known for with Oxford pocket and waistband details, these pants give you man-of-style status.",6,3,"These seersucker pants feature a casual lived-in style you can revisit season after season, featuring washed stretch cotton for the ultimate in comfort and easy movement",403,11
403,Nautica Young Men's Uniform Flat Front Stretch Twill Pant, Nautica,21.99,"98% Cotton, 2% Spandex",Zipper,Vietnam,"Step into school with this straight fit, spandex, wrinkle resistant pant that will become a year round favorite",603,4.4,School uniform approved,404,51
404,GAP Men's Relaxed Carpenter Pant, GAP,43.17,100% Cotton,Pull On,Indonesia,"Modern American Optimism is in our DNA. Since 1969, we have acted as a force for good. Bridging the gaps between generations, backgrounds, and ideas through the honesty (and hope) of our eternal youthful energy.",Unknown,3,"Gap champions a uniquely American sense of style with apparel that bridges the gaps between individuals, generations, and cultures",405,29
405,EA7 Pants Emporio Armani 7 ea Fleece Trouses Gym Sweat 8NPPA1 Grey blu Black, Emporio Armani,93.95,100% Cotton,Cuffed,Cambodia,"The Side Logo Joggers from EA7 comes with open pockets and elasticated ankles, featuring a drawstring elasticated waist. Coming in Black colour, these joggers feature a branding down leg and a logo on back pocket.",Unknown,3,EA7 Black Side Logo Joggers,406,25
406,Timberland PRO Men's Gritman Flex Athletic Fit Double Front Utility Work Pant, Timberland PRO,49.44,"98% Cotton, 2% Elastane",Button,Bangladesh,"Made with tough material, yet easy to move and stretch, Timberland PRO Work Pants feature durable fabrics, built-in articulation and pockets in all the right places. Workdays just got a little easier. Built on a tradition of craftsmanship and innovation, the Timberland PRO brand helps you conquer your work day. We know what you wear is as important as the tools you use. We also know that what's needed to get the job done is always changing, so our footwear and apparel are always evolving, engineered with technologies to proved the very best in comfort, durability and performance - all day long. While Timberland PRO Work Apparel looks great on the job, it's the details that make them really stand out.",4,4.7,Comfort Flex Canvas stretches and rebounds for ease of movement,407,70
